tumor_wgs_aliquot_id	n_sites	n_mut_sites	f_mut_sites
04356a1d-2615-4729-8aab-c35440f498bb	482382	11	2.28035042767e-05
0448206f-3ade-4087-b1a9-4fb2d14e1367	964113	210	0.000217816791185
046d7386-95c8-4501-9e55-c85bec272a7a	1175601	35	2.97720059782e-05
047f9e4d-86b5-4943-aef5-68199bf29e8c	898718	415	0.00046176887522
04aa6b77-8074-480c-872e-a1a47afa5314	632882	239	0.000377637537487
04b570c2-3224-4e9b-81cc-089b4a7ff07a	478424	10	2.09019614401e-05
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	703655	284	0.000403606881213
04bd4230-3a2f-41f4-8e24-1ff79d2575a0	895126	222	0.000248009777394
04c09376-8756-41d9-bbca-f464170a8cfb	732819	8713	0.0118897026414
04db8bef-8777-48ac-bc2e-3c9acb103f48	826610	20	2.41952069295e-05
05070acd-3ec1-44bb-9c32-26d3a483a72a	959649	805	0.000838848370602
051cb117-16fd-459e-81e5-002eca2b7eea	1049469	6966	0.0066376424649
051fc880-c623-11e3-bf01-24c6515278c0	724952	313	0.000431752722939
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	940496	14	1.48857624062e-05
052665d1-ab75-4f40-be5a-b88154c8beed	981004	11653	0.0118786467741
05486349-24a4-4931-bf5f-c9fefe369af2	1060532	2824	0.00266281451196
0554ffe5-31f7-43f5-8372-2b73c9cf3527	1074333	280	0.000260626826133
05616329-e7ba-4efd-87b1-d79cd0f7af3d	799906	113	0.000141266598825
0567d3e6-6278-4d0a-81ae-c084d73c6dd3	755198	62	8.20976750468e-05
05780d48-80e7-4d70-b00c-081f8a9519f2	569400	184703	0.324381805409
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	896138	93	0.00010377865909
05da3161-1444-4188-914d-19762de3a443	646868	59	9.12087164615e-05
06018aae-1107-4899-bd24-14e6b1f94709	1047533	11	1.05008625027e-05
0609b182-0396-4755-b463-10f949c5b8bb	926835	839	0.000905231243965
0624eb1d-3aff-4037-a3c5-fc363a9edd02	957939	67	6.9941823018e-05
062e96d4-c623-11e3-bf01-24c6515278c0	785292	3	3.82023502086e-06
063cfacf-9933-4a2d-8921-0aeb76e12779	680416	17	2.4984715233e-05
0664753b-7566-41e0-8006-7009c6735406	1036946	1451	0.0013993014101
068f4f69-d2fe-4f25-912e-ca7d4623efb6	662268	50	7.5498136706e-05
06dad93a-4b67-49b3-8fa5-f2546e22bae7	805845	1978	0.00245456632479
06ecd127-6c24-422d-a7fb-bf5aee1b8b7b	1171891	1162	0.000991559795237
06f9e2e2-3427-4b09-92b9-dcb54d03e59c	1070265	28	2.61617449884e-05
072f4146-c623-11e3-bf01-24c6515278c0	811083	1	1.23291944228e-06
074fd614-5d9c-4bcc-96ad-351aa14387e3	560914	579	0.00103224380208
07531318-87e8-4db8-aa61-9b93597d063b	1194259	51	4.27043045102e-05
075fc96d-6742-4ef3-9369-482592ad3a2f	733350	248	0.000338174132406
07835447-5d7e-4828-80fd-89b063989c9a	1000184	735	0.00073486478488
079bcb09-a075-4313-9a3e-dd67734a8c5d	1176608	2128	0.00180858875683
07a7c634-bd9a-4fc2-b9fe-87b060ec3d1f	752934	59	7.83601218699e-05
07b5141f-ac79-439b-883b-b0183bbe7ff5	760124	1347	0.00177207929233
07d20658-3db4-47e7-877b-66536266edfc	769933	4002	0.00519785487828
07e0e938-f61f-477a-92a2-5b7e74b78943	864484	2176	0.00251710847164
07f16397-71bb-4594-ad4d-caa7d2baeabd	1203365	10	8.31003062246e-06
080ecc31-756a-4a1b-a51e-d632ac8219f7	1038413	9587	0.00923235745315
08227616-02a5-46e8-9db1-f2d1d691ab23	1037155	153	0.000147518934007
0831e45e-c623-11e3-bf01-24c6515278c0	767774	167	0.000217511924082
089be98d-c3c9-4fb4-aef2-7a8578a91d51	820669	101	0.000123070324333
08ac57ec-0036-4134-a9bb-f22eaa27ab0d	766921	89	0.000116048458707
08b5d0e4-4661-460e-a9f7-f2e687414711	786533	344	0.000437362450145
08c66839-f40c-4e38-8c49-10a963cc350f	202786	30	0.000147939206849
08d2a566-8407-4e9b-836c-bf5e1e9f85b2	1000576	1	9.99424331585e-07
08e1d976-6c39-428e-a4c2-f655b675683e	1052720	1018	0.000967018770423
08f7812b-0d74-42ba-985b-d0a027e8a80c	581908	8	1.37478776714e-05
09497b9b-6fca-48cb-af97-161a3e434a51	1058989	2414	0.00227953264859
09508a0d-ebe0-4fa1-b7b2-1710814181cd	1066608	5032	0.00471775947677
09537dce-c797-4b60-962a-d4c3cd6ab00a	862816	26735	0.0309857489894
09666d5a-874c-432a-952e-76721a2af4be	958363	939	0.000979795755888
0972bfcf-c6c6-48cc-b820-cdfa6279a4f3	1169922	6211	0.00530890093528
097a024e-a4fd-486c-b165-d3adf50ac96a	716602	106	0.000147920323973
097a7d36-905b-72be-e050-11ac0d482c9a	988266	3363	0.00340292998039
0980e7fd-051d-45e9-9ca6-2baf073da4e8	859950	4555	0.00529681958253
09bc8542-4ea1-4599-91b3-d606425b37e2	672891	1443	0.0021444780804
09cb8bc5-13ac-44ac-9b7d-6de143373570	965176	6328	0.00655631718982
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523	1133119	3250	0.00286818948407
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	1135833	466	0.000410271580417
0a9c9db0-c623-11e3-bf01-24c6515278c0	805463	189	0.000234647649861
0ab4d782-9a50-48b9-96e4-6ce42b2ea034	1004153	3074	0.00306128647726
0ae2193f-0d68-485a-b8c2-7568cbcce33e	1114065	193	0.000173239442941
0b19bee7-5281-4915-9d98-c20eb3e84ecf	443880	280	0.000630801117419
0b29c893-03bf-4131-b192-c14a2788d411	1169326	7247	0.00619758732808
0b6cd7df-6970-4d60-b7b5-85002a7d8781	527656	35	6.6331094501e-05
0b811c6a-8f05-44bd-ac33-fb720d189e71	873092	167	0.000191274229978
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4	1007567	455	0.000451582872405
0bafd9ae-64b3-492d-a6fd-12aa8edefcbe	959893	11	1.14596106024e-05
0bbc7ede-5022-4084-925c-d65baaf7abc2	765293	11400	0.0148962554211
0bd3a230-531e-44aa-9999-b8ed8da0176b	1080721	20	1.85061639406e-05
0be08326-c623-11e3-bf01-24c6515278c0	817171	48	5.87392357291e-05
0bfd1043-5142-3662-e050-11ac0c486501	1146282	7036	0.00613810563195
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	1165044	4167	0.00357668894909
0bfd1043-7343-fdd0-e050-11ac0c484cab	920760	692	0.000751553064859
0bfd1043-7344-fdd0-e050-11ac0c484cab	861058	4065	0.00472093633646
0bfd1043-7346-fdd0-e050-11ac0c484cab	912132	1263	0.00138466800858
0bfd1043-7ebf-aaec-e050-11ac0c482f39	379228	728	0.00191968947441
0bfd1043-7ec1-aaec-e050-11ac0c482f39	904418	2703	0.00298866232207
0bfd1043-7ed6-9ccc-e050-11ac0c481957	932048	664	0.000712409661305
0bfd1043-816e-e3e4-e050-11ac0c4860c5	876391	5054	0.00576683238418
0bfd1043-8170-e3e4-e050-11ac0c4860c5	945670	4456	0.00471200313006
0bfd1043-8172-e3e4-e050-11ac0c4860c5	935678	2940	0.0031421065794
0bfd1043-8173-e3e4-e050-11ac0c4860c5	932530	4093	0.004389134934
0bfd1043-8175-e3e4-e050-11ac0c4860c5	937719	4579	0.00488312596844
0bfd1043-8177-e3e4-e050-11ac0c4860c5	918383	589	0.000641344624193
0bfd1043-817c-e3e4-e050-11ac0c4860c5	918048	4750	0.00517402140193
0bfd1043-817e-e3e4-e050-11ac0c4860c5	1013266	2777	0.00274064263481
0bfd1043-8180-e3e4-e050-11ac0c4860c5	791906	2874	0.00362921861938
0bfd1043-8181-e3e4-e050-11ac0c4860c5	781837	3285	0.00420164305348
0bfd1043-8183-e3e4-e050-11ac0c4860c5	1021011	9620	0.00942203365096
0bfd1043-8187-e3e4-e050-11ac0c4860c5	885449	5234	0.00591112531608
0bfd1043-8189-e3e4-e050-11ac0c4860c5	1189900	4389	0.0036885452559
0bfd1068-3fc3-a95b-e050-11ac0c4860c3	927449	3234	0.00348698418997
0bfd1068-3fc5-a95b-e050-11ac0c4860c3	942411	181	0.000192060576543
0bfd1068-3fca-a95b-e050-11ac0c4860c3	913191	1573	0.00172253121198
0bfd1068-3fcd-a95b-e050-11ac0c4860c3	915129	4567	0.00499055324441
0bfd1068-3fcf-a95b-e050-11ac0c4860c3	924343	1808	0.00195598387179
0bfd1068-3fd3-a95b-e050-11ac0c4860c3	925019	209	0.000225941304989
0bfd1068-3fd5-a95b-e050-11ac0c4860c3	905264	1561	0.00172435886106
0bfd1068-3fd8-a95b-e050-11ac0c4860c3	466321	953	0.0020436566228
0bfd1068-3fdd-a95b-e050-11ac0c4860c3	410342	1426	0.00347514999683
0bfd1068-3fdf-a95b-e050-11ac0c4860c3	769486	2303	0.00299290695347
0bfd1068-3fe1-a95b-e050-11ac0c4860c3	793931	2681	0.00337686776307
0bfd1068-3fe4-a95b-e050-11ac0c4860c3	1185472	9198	0.00775893483777
0bfd1068-3fe6-a95b-e050-11ac0c4860c3	888715	4523	0.00508937060813
0bfe2ac9-0aec-c248-e050-11ac0d487e1c	930621	876	0.000941306933757
0bfe2ac9-0aee-c248-e050-11ac0d487e1c	927456	846	0.000912172652934
0bfe2ac9-0af3-c248-e050-11ac0d487e1c	1033171	9850	0.0095337557868
0bfe2ac9-0af5-c248-e050-11ac0d487e1c	320302	962	0.0030034155266
0bfe2ac9-0af8-c248-e050-11ac0d487e1c	370460	1032	0.00278572585434
0bfe2ac9-0afa-c248-e050-11ac0d487e1c	1156266	5146	0.00445053300884
0bfe2ac9-0afd-c248-e050-11ac0d487e1c	1177070	8955	0.0076078737883
0bfe2ac9-0aff-c248-e050-11ac0d487e1c	1130430	4146	0.00366763090152
0bfebf9f-c779-e57d-e050-11ac0d487827	313734	286	0.000911600272843
0bfebf9f-c77d-e57d-e050-11ac0d487827	801011	1832	0.00228710966516
0bfebf9f-c77f-e57d-e050-11ac0d487827	383137	827	0.00215849683012
0bfebf9f-c781-e57d-e050-11ac0d487827	1027806	5436	0.00528893584976
0bfebf9f-c783-e57d-e050-11ac0d487827	1165855	5516	0.00473129162717
0c0038ff-6cc4-b0b0-e050-11ac0d483d73	457769	1545	0.00337506471605
0c0038ff-6cc6-b0b0-e050-11ac0d483d73	327067	800	0.00244598201592
0c0038ff-6cc8-b0b0-e050-11ac0d483d73	1184804	7084	0.00597904801132
0c18a8b7-bad1-4aa4-a6df-472f89d9761c	857200	230	0.000268315445637
0c39c03a-ec84-42c6-be69-8e98bc7a9f5a	871767	12123	0.0139062387083
0c7aca3f-e006-4de3-afc2-20b4f727d4fd	632797	904	0.00142857820122
0c7af04b-e171-47c4-8be5-5db33f20148e	654934	8459	0.0129158052567
0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d	928953	8	8.61184580921e-06
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	918342	140	0.000152448652027
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	1068751	961	0.000899180445211
0cd60b96-eb2d-4687-9709-d1455ec45de7	777182	79	0.000101649291929
0cdbabf2-c623-11e3-bf01-24c6515278c0	719999	13	1.80555806328e-05
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	650446	306	0.00047044643214
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	928906	574	0.000617931200789
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	997399	7509	0.00752858184137
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	774452	2263	0.00292206618357
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	692975	471	0.000679678199069
0d569bd5-418d-4d72-87ca-8e14668c2119	812262	1404	0.00172850631939
0d5a3e47-4cfd-43b3-b593-e895a5df70f4	423168	72	0.000170145190563
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	919483	2884	0.00313654521073
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	642776	669	0.00104079803851
0dd39eca-c623-11e3-bf01-24c6515278c0	763732	355	0.000464822738867
0e1e628b-823a-4861-aa95-bed2fada7349	950177	425	0.000447285084779
0e54cea2-d568-4a33-b9db-b698844e6ad9	697601	10	1.43348418365e-05
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	1245518	250	0.000200719700558
0e6ca8dc-0f31-4675-95b1-5920576daeff	677422	7	1.03332929843e-05
0e7ac212-0469-4f17-9432-205ab1831257	1038895	1395	0.00134277285
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	856588	826	0.000964290884299
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	1087088	9876	0.00908482110004
0ead45d8-d785-4404-8319-2ef951e02e03	912841	866	0.000948686573018
0ed17783-f51e-43d5-8852-5e2ec3e97620	388587	1251	0.00321935628315
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	1044799	882	0.000844181512425
0ed63d84-d3fe-4289-9255-35f4a03b703b	956965	4741	0.00495420417675
0eeafcd6-c623-11e3-bf01-24c6515278c0	902211	960	0.001064052644
0ef92ff8-829f-425a-91d8-c594b6e22a2b	1070705	1870	0.00174651281165
0efb6e20-236d-4640-9373-6fc03e67d090	1076586	12	1.11463459491e-05
0efee3f3-313b-44eb-b3b0-af975a1ded82	741963	12782	0.0172272741363
0f53e757-1823-409f-a0ea-249270728e15	773040	1681	0.00217453171893
0f6b355e-3898-4be6-be97-da0c3840a4ed	998227	145	0.000145257541621
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	796975	442	0.000554597070172
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	448501	433	0.000965438204151
0fbd94b1-bb34-4620-841b-861a0b5e0c12	1173076	820	0.000699016943489
0fc63b79-7fff-441d-88fc-922d53c787ab	1103418	43	3.89698192344e-05
10136472-c623-11e3-bf01-24c6515278c0	805287	32	3.97373855532e-05
1021b60d-f7b2-43b0-b2cc-f282d619d533	864669	9807	0.0113419123387
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	919060	1721	0.0018725654473
108749d2-5c62-4ef1-92df-aec6941ba53b	853898	1695	0.00198501460362
108b67d4-5d66-46da-8675-6acae643b76f	958061	188	0.000196229676398
10ad692b-4c3d-42de-9b5e-4968441388b3	647796	3755	0.00579657793503
10bb1a92-901e-4a14-80f4-5e88f997754b	633228	1472	0.00232459714352
10bc2704-6cef-4d1b-83ac-4804544765ea	708983	1073	0.00151343544203
10cb8ac6-c622-11e3-bf01-24c6515278c0	786541	2348	0.00298522263938
10d15b7a-16d1-4953-aaef-f193ffa97f42	654029	14	2.14057786428e-05
10db2142-c623-11e3-bf01-24c6515278c0	678921	1671	0.0024612583791
110b5f05-ded7-45ec-b0f6-a941c92d77dd	798062	211	0.000264390485952
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	768521	12	1.56144074137e-05
11473a98-d953-45f9-abf5-709b68a4bae8	1244381	400	0.000321444959381
1157a548-6770-4c89-a84c-bcf6f0e96ea8	848256	368	0.000433831296212
1158714d-4714-45f9-8557-3cd98165e769	928944	19	2.04533319554e-05
1168944c-5451-4a18-8758-88bf5723bdd9	946998	412	0.000435058996957
1193a9c4-5aab-4cd7-a690-60c96bd1172d	677642	21	3.09898146809e-05
11ae45fb-05f6-425a-9295-d50d13407006	939123	4	4.25929297866e-06
11f505fa-9306-468a-bbcd-d278892da83f	508560	49	9.63504797861e-05
120f01d1-8884-4aca-a1cb-36b207b2aa3a	1065321	828	0.000777230524884
122bf0a9-8052-49da-a9d7-0e5de9ab7032	992939	3	3.02133363681e-06
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	764820	2073	0.00271044167255
124d5b04-4588-44c3-9c00-61e064cf1bdb	748257	3088	0.00412692430542
126ee433-d345-4cac-882a-c91831a24690	997325	369	0.000369989722508
127b0f7d-d24e-48b7-ac25-d3f14a43952d	632805	7616	0.0120353031345
12874085-a596-41ae-b4cd-817cb1ebb278	1059027	2154	0.00203394247739
1292e13b-d7c6-447b-a227-9a8113215580	728096	10551	0.0144912209379
129459c1-38be-45da-bb87-18848c97c544	1140411	5854	0.00513323705226
1295947c-c623-11e3-bf01-24c6515278c0	725030	98	0.000135166820683
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	921775	17	1.84426785278e-05
129de5b2-d9b0-4762-9ef8-72d98231fb50	990370	17010	0.0171753990933
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	805163	75	9.31488406695e-05
12d7121a-0345-4808-a819-09d6e3227bd5	897497	1349	0.00150306909104
12f038e1-00af-4c64-a2e0-9e63323492ef	1111830	4287	0.00385580529397
12f1ae2f-2666-45be-9742-f502d212373d	1011131	114	0.000112745035015
131332b2-ff51-4bd7-a626-aff2ecea6135	1098520	8	7.28252557987e-06
1327bbd4-a466-4e26-905f-cf91315f1cc8	1213241	114	9.39631944519e-05
132f7f2a-b902-4343-aa08-cf6a7af10b9a	789886	165	0.000208890903244
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	716265	28	3.90916769631e-05
134c9a92-e91e-4347-a9c4-727279edebb1	1078803	6279	0.00582033976546
1358ff92-4db9-4e42-b63a-984a7bea425a	707280	32	4.52437507069e-05
13642cf8-9840-4a7d-a26a-95f65b2c70c3	1165631	237	0.000203323350185
1368120d-c747-4778-a01a-289505a0c18a	721400	26	3.6041031328e-05
139c9b8c-3f0c-49fd-8b5a-c06d65aa02b6	743970	35	4.70449077248e-05
13bd2b30-c623-11e3-bf01-24c6515278c0	834437	21	2.51666692632e-05
13c312ec-0add-4758-ab8d-c193e2e08c6d	850508	9	1.05819110461e-05
13c62975-9f5e-4d40-a461-dceab08a31ec	990001	499	0.000504039894909
13c7065e-6780-4571-978e-a7c13078ff50	451081	376	0.000833553175594
13d05f7a-e16a-40ef-9a15-21257da2cf89	982508	31	3.15519059387e-05
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	893033	636	0.000712179729081
140d6ef7-0217-4d16-9add-215d0d14ba06	967808	349	0.000360608715778
141918cd-3e23-45bc-96e1-b208c80f69e7	1123985	791	0.000703746046433
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	1136081	4370	0.00384655671559
14334aea-2dae-428c-9d4a-1a37878dfc3f	764747	1589	0.0020778113546
1447c8cb-25d4-4092-8919-4df08f898d2d	998333	458	0.000458764760856
145f2b89-8878-4390-b0f6-f09b02fb138a	1063837	501	0.000470936807048
145f6dbb-9744-44f7-8485-e440689de3fd	1069389	90	8.41602073708e-05
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	673772	1109	0.00164595738618
147e3496-514e-4da7-be42-7cd9be78ed04	851166	2238	0.00262933434841
148536ce-ee2a-4952-a19d-10d6f44146b9	789263	2710	0.00343358297551
1494bb16-f1f0-42a4-b10e-c383574cbc8b	947372	8	8.44441254333e-06
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	922718	1142	0.00123764790543
14bf9bfb-14d6-4cac-a556-828f680e8a15	516382	40	7.74620339206e-05
14c5b81d-da49-4db1-9834-77711c2b1d38	783559	4603	0.00587447786319
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	498632	5	1.00274350623e-05
14dd86c1-dfb3-4124-a453-4d64223bc048	993280	4885	0.00491804929124
14ed7388-41ed-43d4-afb2-04cd6410d5d2	670090	6958	0.0103836798042
14f41457-25c3-4979-8515-4f33322039a5	1014534	41	4.04126426517e-05
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	503536	841	0.00167018842744
154f80bd-984c-4792-bb89-20c4da0c08e0	718376	2373	0.00330328407408
15563a10-47a8-401d-a507-2c7101f7ae60	572869	8	1.39647982348e-05
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	814147	141	0.000173187397362
155873b2-e5de-405f-87f6-6de0d238b160	975368	20	2.05050811591e-05
15678c3d-ce61-454d-849e-1d4ca358909b	816132	163	0.000199722593894
15895218-c623-11e3-bf01-24c6515278c0	885523	2134	0.00240987529404
15a93657-0521-430a-a816-bf0842374b75	1017302	366	0.000359775170009
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	683831	10	1.46234961562e-05
15d597de-d26c-4ce1-b0cb-077e39b55f30	950238	18580	0.0195529961967
15daadb0-6b24-4248-9225-470dc08f1552	547698	206	0.000376119686397
15dd024e-c0da-461a-84db-d01e60a22210	890812	5	5.61285658478e-06
15e097e3-e468-466c-8e57-b59fba90bbf2	910467	50	5.49168723304e-05
15e7d981-8c27-4b2b-b4f8-626e22021895	796101	10272	0.0129028854379
15f90ef0-831b-40a3-98bd-ec226a9e8b26	799474	2034	0.00254417279361
15fd8dc8-c622-11e3-bf01-24c6515278c0	580636	63	0.000108501711916
160b3dff-da2b-4099-b826-be4128e316a8	1245474	54	4.33569869785e-05
1659bae5-3140-4d05-891c-81b48277b2fc	863532	3679	0.0042604095737
168b7204-c623-11e3-bf01-24c6515278c0	865271	3	3.46712186124e-06
16c6f975-48fd-4cda-946a-777cb922949d	769448	98	0.000127364032397
16d33e09-2e21-4da2-8e57-e78ce28c4408	758035	17877	0.023583343777
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	834930	222	0.000265890553699
16df7888-2480-4394-8856-d57a6ef371d2	994719	6711	0.00674662894747
170ad241-9e24-469b-b7ca-3fd783a89b21	1018037	20166	0.0198087102925
1727e88b-df0a-4af2-9191-8c6061d98ad0	836007	2	2.39232446618e-06
172c9864-c26d-4e9b-947a-e8ce761e996d	906973	25	2.75642163548e-05
1776f326-b12f-4355-8107-80fa6fcd2159	1093535	4405	0.00402822040447
178d0486-cb0d-4979-8bdf-bb3fe99149bd	1097991	10	9.10754277585e-06
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	1094203	13	1.18807936005e-05
17de5b12-c623-11e3-bf01-24c6515278c0	721367	572	0.000792938961721
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	358263	948	0.00264610076955
183b04f5-107f-496c-8e9a-8263dd00cffa	1166575	3112	0.00266763817157
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	1120899	218	0.000194486746799
188f9a26-7143-415b-b02d-74055fa23d6d	695543	5	7.18862816533e-06
18d41839-076c-475a-8a20-d51921133fa3	852662	37	4.33935134907e-05
18dd42d7-2d84-400e-9adb-a38faa916a9e	488008	752	0.00154095834495
18ec066e-8510-4921-9e35-45d85fb01e38	805040	604	0.000750273278346
18f5e75e-c623-11e3-bf01-24c6515278c0	705719	1078	0.00152752016029
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	695806	19	2.73064618586e-05
19085f7d-e6a6-406f-bd09-520a27e0283d	1053601	128	0.00012148811552
190eb791-383d-4e27-870d-e470630843e7	1071548	9289	0.00866876705477
19233fd1-5229-466e-acf3-5882165758e0	1047902	9	8.58858939099e-06
1924d200-6929-4eef-8a7f-317f8fbab915	1144972	31	2.70748979014e-05
19406c86-dd55-420c-b6d4-b5ca9d3bfed6	1053781	33	3.13158047071e-05
199bbb0f-996c-40c1-b06d-2066f04be778	663221	17	2.56324814805e-05
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	633938	27	4.25909158309e-05
19b6b9d6-6912-4b85-a4bf-52014bcb170b	605911	472	0.000778992294248
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	911419	1256	0.00137807089824
19cd4360-8392-4bc2-ae88-fdc1335d886b	657261	23	3.49937087398e-05
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	880583	6773	0.00769149529346
19def402-fb8d-4b27-90dd-ce9135a3c0a2	932607	2235	0.00239650785379
19fe27d8-c623-11e3-bf01-24c6515278c0	812209	217	0.000267172611975
1a0ef226-41a5-4b56-9078-4b7834f0c976	1203925	10110	0.00839753306892
1a134c18-ced3-4bae-9f15-5f0f09526639	705978	9	1.27482726091e-05
