AC002076.10	7	93520224	93522913	+
AC002116.7	19	36505409	36536874	+
AC002117.1	17	43227766	43238877	-
AC002128.5	19	35742342	35744542	-
AC002306.1	19	19717158	19719469	+
AC002310.12	16	30546072	30548465	+
AC002310.13	16	30545547	30569600	-
AC002310.7	16	30583570	30595181	+
AC002321.1	GL000201.1	26347	27637	-
AC002321.2	GL000201.1	3904	22432	+
AC002365.1	X	9935391	9936134	+
AC002368.4	X	147579632	147582135	-
AC002398.11	19	36237957	36244316	-
AC002398.12	19	36245466	36246391	+
AC002398.13	19	36260045	36261930	-
AC002398.9	19	36236578	36245420	+
AC002401.1	17	48212950	48223541	+
AC002429.5	7	94784024	94843644	-
AC002451.1	7	95171456	95173854	+
AC002451.3	7	95225993	95243031	+
AC002454.1	7	92465796	92546501	+
AC002456.2	7	90219932	90226667	-
AC002465.2	7	116940914	116962290	+
AC002467.7	7	107383261	107385026	-
AC002472.1	22	21358029	21360736	-
AC002472.11	22	21385645	21398258	+
AC002472.13	22	21400248	21418457	+
AC002480.3	7	22602955	22613615	+
AC002480.4	7	22629323	22631241	+
AC002480.5	7	22611225	22701411	-
AC002519.8	16	31799522	31802314	+
AC002539.1	17	68013464	68125000	-
AC002550.5	16	19717672	19726705	+
AC002551.1	16	27654519	27655984	+
AC002553.1	17	15943504	15943994	+
AC002985.3	19	19017821	19045206	-
AC003002.4	19	57874933	57909952	+
AC003002.6	19	57901251	57931362	+
AC003003.5	16	19316202	19322269	+
AC003005.4	19	57999085	58016749	+
AC003006.7	19	58193412	58264943	+
AC003009.1	16	13425224	13426440	-
AC003043.1	17	42335296	42355825	+
AC003075.4	7	17319457	17338981	-
AC003101.1	17	29898160	29902678	+
AC003102.1	17	42325757	42327236	-
AC003102.3	17	42376941	42392683	-
AC003104.1	17	40422534	40424701	-
AC003665.1	17	45974695	46018776	-
AC003956.1	19	15234970	15236985	+
AC003958.2	17	39558667	39581301	+
AC003986.5	7	19183915	19185876	+
AC003986.6	7	19152096	19153894	+
AC003986.7	7	19159555	19161539	+
AC003991.3	7	87848673	87921781	+
AC004017.1	19	58203867	58204128	-
AC004019.13	22	18062922	18071958	-
AC004041.2	5	131966280	131999964	-
AC004053.1	4	105412121	105618749	+
AC004054.1	4	92029173	92033941	-
AC004066.3	4	106461346	106473512	-
AC004067.5	4	110613159	110613859	+
AC004076.7	19	57905550	57949825	+
AC004076.9	19	57949337	57988904	-
AC004112.4	7	111968243	112049678	-
AC004160.4	7	11446581	11453705	+
AC004231.2	17	39077681	39132178	+
AC004237.1	5	132024372	132057275	+
AC004381.6	16	20817750	20860987	+
AC004381.7	16	20754984	20777942	-
AC004410.3	19	2330293	2330756	+
AC004447.2	19	19101701	19104419	+
AC004463.6	22	19158907	19160352	+
AC004466.1	12	48178705	48179787	+
AC004471.9	22	19109041	19112016	+
AC004485.3	7	24236280	24295338	-
AC004490.1	19	2212027	2215564	-
AC004528.1	19	999600	999952	+
AC004528.4	19	999794	1002756	-
AC004540.4	7	26411763	26416321	-
AC004549.6	7	27773013	27780014	-
AC004593.3	7	29239155	29248586	-
AC004623.2	19	1376771	1377519	-
AC004637.1	19	3672579	3674293	+
AC004691.5	7	30836306	30843026	-
AC004692.4	7	43278664	43288867	-
AC004744.3	7	18931718	18939056	-
AC004817.1	14	71683030	71683462	-
AC004824.2	1	17655506	17676070	-
AC004837.4	7	39649208	39649889	-
AC004837.5	7	39739939	39742895	-
AC004854.4	7	44888014	44889167	+
AC004862.6	7	79959507	80014295	-
AC004878.2	7	74855311	74864233	+
AC004878.7	7	74856620	74857439	-
AC004878.8	7	74862850	74863847	+
AC004893.11	7	98610787	98645863	+
AC004899.1	7	48887361	48891221	+
AC004906.3	7	2983668	2986725	+
AC004941.3	7	149095294	149098547	+
AC004988.1	7	40577725	40586527	-
AC005003.1	22	31742874	31744670	+
AC005008.2	7	80804823	80828431	+
AC005009.1	7	86404396	86405338	-
AC005009.2	7	86413541	86415986	-
AC005027.3	7	41706765	41744933	-
AC005037.3	2	201827985	201873825	+
AC005041.17	2	74725814	74726494	-
AC005042.4	2	159514848	159591514	-
AC005062.2	7	19958603	20180076	-
AC005076.5	7	86780738	86781736	-
AC005082.1	7	23210759	23234503	+
AC005104.3	2	242290754	242292519	-
AC005160.3	7	40815156	40824816	+
AC005162.4	7	29119899	29122143	+
AC005162.5	7	29026643	29028515	+
AC005197.2	19	18992488	18994185	+
AC005220.3	20	52556698	52559047	+
AC005224.2	17	14113804	14121239	+
AC005237.4	2	241955015	242003533	-
AC005253.2	19	18668584	18672370	-
AC005253.4	19	18679315	18680185	-
AC005262.2	19	3121113	3122126	-
AC005262.3	19	3118662	3119302	-
AC005264.2	19	3141573	3155173	-
AC005281.2	7	12609750	12611017	-
AC005306.3	19	1989399	1990369	+
AC005324.6	17	15638336	15652506	-
AC005329.7	19	1392168	1396466	-
AC005339.2	19	4654975	4655536	-
AC005358.1	17	12626198	12661542	+
AC005358.3	17	12575178	12609452	-
AC005387.2	19	18643717	18646998	+
AC005387.3	19	18642422	18643442	+
AC005391.2	19	928256	928817	-
AC005477.1	14	72456190	72458326	-
AC005481.5	7	157406714	157411457	+
AC005488.1	7	72459477	72464996	+
AC005493.1	7	34685708	34699772	-
AC005518.2	7	147368802	147370235	+
AC005519.4	14	74755829	74761128	-
AC005523.2	19	4791756	4795571	-
AC005534.8	7	156446878	156450387	-
AC005538.5	2	234854789	234864079	-
AC005540.3	2	191745522	191746785	-
AC005544.1	17	65027508	65028198	+
AC005549.3	17	32581899	32582306	-
AC005550.3	7	15707571	15721605	+
AC005559.2	19	615885	617159	-
AC005592.2	5	141704857	142051566	+
AC005594.3	19	4679293	4685960	+
AC005597.1	19	30710572	30719622	-
AC005606.1	16	2031632	2032918	+
AC005609.1	5	140240340	140243224	-
AC005614.3	19	40596660	40600313	+
AC005625.1	19	38852434	38853124	-
AC005740.5	5	141350201	141362252	-
AC005740.6	5	141331983	141332940	+
AC005754.7	5	140479828	140481794	-
AC005757.6	19	45639250	45640235	-
AC005775.2	19	490045	507813	-
AC005779.2	19	45683079	45705702	+
AC005786.7	19	3544196	3557567	+
AC005789.9	19	38876161	38877399	+
AC005841.1	12	2958396	2966213	-
AC005932.1	19	19051130	19057640	+
AC005944.2	19	3052907	3053722	+
AC005954.3	19	3754617	3756657	-
AC005954.4	19	3753837	3756515	+
AC006003.3	7	157531701	157533148	-
AC006004.1	7	146778025	146794701	-
AC006014.1	7	74999907	75005425	-
AC006019.3	7	153752669	153756646	-
AC006019.4	7	153789285	153793128	-
AC006026.13	7	23719813	23720405	-
AC006042.6	7	8153654	8156191	+
AC006042.7	7	7997813	8009534	-
AC006115.3	19	57202053	57311014	+
AC006116.12	19	56898780	56899793	+
AC006116.15	19	56858449	56859552	-
AC006116.17	19	56826071	56852656	+
AC006116.19	19	56823296	56823855	-
AC006116.20	19	56784137	56821819	+
AC006116.24	19	56888072	56888653	-
AC006126.3	19	45690645	45720191	+
AC006130.3	19	2847224	2858714	-
AC006150.1	7	14853755	14856190	+
AC006156.1	Y	9293011	9344176	-
AC006159.4	7	116203647	116211288	-
AC006159.5	7	116182771	116192023	-
AC006160.5	4	17589089	17616194	-
AC006262.10	19	46732220	46733645	-
AC006277.2	19	2915143	2926805	-
AC006369.2	2	37827278	37873841	+
AC006372.1	7	157318476	157320019	+
AC006372.6	7	157305987	157309535	+
AC006378.2	7	93598753	93640425	+
AC006435.1	17	2310278	2318731	-
AC006449.1	17	36884085	36884451	-
AC006455.1	7	62809238	62812151	+
AC006460.2	2	191541669	191573442	-
AC006486.1	19	42746926	42749125	+
AC006486.9	19	42738734	42759284	-
AC006538.1	19	2727740	2729325	-
AC006538.4	19	2717766	2740046	-
AC006547.13	22	20050502	20058066	-
AC006547.14	22	20135949	20138399	-
AC006547.15	22	20052074	20053228	-
AC006547.8	22	20098343	20099398	-
AC006942.4	19	50312189	50312995	+
AC006946.15	22	17602475	17612994	+
AC006947.1	17	64672489	64673522	+
AC006960.7	7	36502631	36544121	+
AC006967.1	7	156902673	156903764	+
AC006994.2	2	211036241	211095107	+
AC007009.1	7	8301862	8302451	+
AC007036.4	7	30180485	30181033	+
AC007036.5	7	30197146	30199150	+
AC007038.7	2	210895456	210929080	+
AC007040.11	2	71166447	71222466	-
AC007040.6	2	71221572	71229884	+
AC007040.7	2	71168946	71175740	-
AC007040.8	2	71229660	71291873	-
AC007050.17	22	20876356	20878157	-
AC007078.4	7	76103903	76108173	-
AC007098.1	2	63053198	63085573	-
AC007099.1	2	75751193	75769832	+
AC007099.2	2	75701578	75709705	+
AC007128.1	7	8301893	8384146	+
AC007163.6	2	201645217	201676893	-
AC007182.6	14	76041230	76045931	-
AC007192.6	19	18255331	18262501	-
AC007193.10	19	46823453	46843261	-
AC007193.8	19	46893771	46894109	-
AC007193.9	19	46885748	46886426	-
AC007204.1	19	20047768	20048639	-
AC007216.2	16	12061999	12062333	-
AC007228.11	19	57056934	57078780	-
AC007246.3	2	39663777	39892483	+
AC007255.8	7	29553840	29603286	-
AC007271.3	2	102789080	102798568	-
AC007277.3	2	171475137	171551884	-
AC007278.2	2	103050416	103051800	+
AC007278.3	2	103055172	103056935	+
AC007285.6	7	30028215	30065276	+
AC007285.7	7	30109273	30114731	-
AC007292.3	19	4356633	4358445	-
AC007292.4	19	4347240	4354054	-
AC007292.6	19	4363785	4364637	+
AC007292.7	19	4339573	4343488	+
AC007308.6	22	21077334	21080208	+
AC007308.7	22	21243493	21245502	-
AC007319.1	2	187867946	188419390	+
AC007327.5	7	36268888	36270716	-
AC007349.7	7	36878576	36880978	+
AC007362.3	2	206621192	206628730	-
AC007375.1	14	77607025	77609339	+
AC007377.1	2	40488146	40490117	+
AC007382.1	2	37068326	37068530	-
AC007383.4	2	206980270	206987047	+
AC007386.4	2	65257860	65264631	-
AC007395.3	2	70914273	70918956	+
AC007401.2	2	36758947	36779411	-
AC007405.8	2	171672802	171674547	-
AC007421.1	17	7517263	7517427	+
AC007461.1	17	70036163	70036872	+
AC007556.3	2	169957252	169957720	+
AC007557.1	2	217735494	217736362	+
AC007557.2	2	217731054	217732536	-
AC007557.4	2	217719111	217719855	-
AC007563.1	2	217735163	217738655	-
AC007563.5	2	217559186	217858802	+
AC007566.10	7	92086877	92120924	+
AC007620.3	3	179114748	179116979	+
AC007679.3	2	206854308	206865582	+
AC007740.1	2	163625445	163654482	+
AC007743.1	2	56400668	56412905	-
AC007750.5	2	163016271	163029426	+
AC007773.2	19	32880955	32896466	-
AC007773.3	19	32895914	32896466	+
AC007787.2	19	13180609	13182188	-
AC007796.1	19	31839786	31908700	+
AC007879.5	2	208104587	208394519	-
AC007919.2	3	172361482	172361740	+
AC007952.1	17	19041447	19041895	-
AC007952.5	17	18996286	19000150	+
AC007952.6	17	19059039	19062424	-
AC007956.1	14	75158878	75179800	-
AC007965.1	Y	28111775	28114889	-
AC007966.1	2	186584600	186605206	-
AC007970.1	2	211189482	211333970	+
AC008060.5	7	155302977	155311318	+
AC008060.7	7	155174770	155189051	+
AC008063.2	2	162929765	162931679	+
AC008067.2	2	80802237	80845902	-
AC008073.7	2	24388752	24397874	-
AC008073.9	2	24422707	24424567	-
AC008074.3	2	64622353	64680932	-
AC008079.9	22	18660804	18688682	-
AC008132.1	22	18721426	18745407	+
AC008132.13	22	18834323	18848562	+
AC008154.4	7	133969251	133970807	+
AC008174.3	2	186648417	186664878	-
AC008267.1	7	65939542	65940709	+
AC008271.1	2	15830905	15884463	+
AC008277.1	2	160242877	160261147	+
AC008278.2	2	15704293	15713992	+
AC008278.3	2	15808807	15820608	-
AC008372.1	14	78227710	78228033	-
AC008387.1	5	72894202	72896845	+
AC008394.1	5	86512422	86534822	-
AC008440.5	19	54377879	54379303	-
AC008443.1	5	180682719	180684578	+
AC008498.1	5	60411537	60411762	-
AC008592.4	5	95171646	95188425	-
AC008686.1	19	13890883	13900972	-
AC008694.3	5	157109992	157117274	-
AC008746.3	19	54941831	54945878	-
AC008753.6	19	54357834	54372361	-
AC008781.7	5	140997980	141006048	+
AC008914.1	5	55224467	55224569	-
AC008937.2	5	56137842	56157991	-
AC008937.3	5	56195867	56206541	-
AC008948.1	5	101569695	101571279	+
AC008964.1	5	39105357	39107350	+
AC008982.2	19	39335368	39336139	-
AC009005.2	19	567211	572215	-
AC009041.2	16	1031251	1031663	+
AC009060.1	16	70239302	70239683	-
AC009065.1	16	2303737	2312343	+
AC009095.4	16	67648283	67649245	-
AC009120.6	16	74339099	74369244	-
AC009133.12	16	29829300	29832573	-
AC009133.14	16	29819965	29823306	-
AC009133.15	16	29817816	29819053	-
AC009133.17	16	29756567	29759620	+
AC009133.20	16	29820249	29831687	-
AC009134.1	16	13291462	13298764	-
AC009166.5	16	51183149	51183730	+
AC009227.2	2	155292364	155313950	-
AC009228.1	2	24437249	24444385	+
AC009299.2	2	162079295	162111179	-
AC009303.1	2	118752972	118770295	+
AC009305.1	2	31209804	31214292	+
AC009312.1	2	118515138	118561750	-
AC009313.1	2	161952741	162016735	-
AC009365.3	7	132333552	132413528	+
AC009365.4	7	132443729	132445392	+
AC009403.2	7	155403924	155437899	-
AC009473.1	7	7989483	7990340	-
AC009480.3	2	148656969	148660525	-
AC009487.4	2	162279169	162280088	-
AC009487.5	2	162280525	162285285	+
AC009501.4	2	63271056	63275775	-
AC009505.2	2	106462989	106473633	-
AC009506.1	2	160471806	160473593	+
AC009518.8	7	132515452	132534353	+
AC009542.2	7	134883152	134887108	+
AC009802.1	18	61602041	61609601	-
AC009892.10	19	55147172	55150343	-
AC009948.5	2	179278665	179304970	+
AC009950.2	2	230990025	231038939	+
AC009955.8	2	220489780	220491415	-
AC009970.1	2	60722820	60727099	+
AC009977.1	Y	21737894	21738068	-
AC010082.2	7	18468684	18470361	-
AC010095.5	2	109293250	109295057	-
AC010127.3	2	166813908	167158294	+
AC010136.2	2	218843429	218857338	+
AC010149.4	2	231385308	231444721	-
AC010226.4	5	114937753	114956356	+
AC010327.2	19	55738586	55741647	+
AC010336.1	19	7963688	7968427	-
AC010368.2	5	35051011	35051198	+
AC010441.1	5	150157866	150176297	+
AC010468.2	5	110601506	110605787	-
AC010504.2	19	34839260	34850317	-
AC010524.2	19	49871961	49891338	-
AC010524.4	19	49859408	49861026	+
AC010525.4	19	56205483	56205924	-
AC010536.1	16	87727143	87729753	-
AC010547.9	16	71481502	71523214	-
AC010642.1	19	58790331	58826563	+
AC010646.3	19	17346748	17366257	-
AC010649.1	19	3296762	3303001	-
AC010729.1	2	5836351	5848227	+
AC010731.2	2	207471220	207474536	-
AC010731.3	2	207504796	207506006	+
AC010746.3	2	198176116	198177464	+
AC010760.1	15	22456894	22460351	+
AC010761.10	17	27076748	27077097	-
AC010761.13	17	26997071	26999822	-
AC010761.14	17	27054275	27054757	+
AC010761.6	17	27059980	27070120	-
AC010761.8	17	27048504	27049895	-
AC010761.9	17	27072586	27074670	-
AC010877.1	Y	15418466	15429181	+
AC010883.5	2	43456711	43460533	+
AC010884.1	2	105552868	105654954	-
AC010890.1	2	134022539	134042334	+
AC010894.5	2	175439954	175452454	+
AC010907.2	2	3650986	3651832	-
AC010907.5	2	3750174	3751743	-
AC010969.1	2	10143285	10146158	-
AC010974.3	2	133418098	133424563	+
AC010975.1	2	79720841	79727970	-
AC010976.2	2	128221217	128263373	+
AC011043.1	GL000195.1	43716	74342	-
AC011239.1	2	23729912	23747214	-
AC011247.3	2	38828739	38829320	+
AC011284.3	7	3682446	3683416	-
AC011290.4	7	39585244	39605838	-
AC011294.3	7	46713382	46799449	-
AC011298.1	2	241624477	241624705	-
AC011308.1	2	157352596	157352655	-
AC011366.3	5	109218882	109220452	+
AC011475.1	19	10751714	10752093	+
AC011484.1	19	46997764	46999755	+
AC011500.1	19	39930211	39932082	+
AC011513.4	19	42261805	42290801	-
AC011523.2	19	51333785	51354345	+
AC011530.4	19	46282694	46289231	-
AC011551.3	19	47050312	47104118	-
AC011558.5	19	1038725	1039063	-
AC011625.1	7	132037092	132052735	+
AC011738.4	7	43548326	43562141	-
AC011747.7	2	8806765	8821993	-
AC011753.5	2	110352269	110363275	-
AC011754.1	2	79385499	79412649	+
AC011755.1	2	133874576	133876625	+
AC011841.1	GL000205.1	117168	119085	+
AC011893.3	2	136577760	136580657	+
AC011897.1	2	14775214	14790933	+
AC011899.10	7	157820064	157823820	+
AC011899.9	7	157647220	157658784	+
AC011997.1	2	198557829	198639547	+
AC011998.1	2	178817837	178876716	-
AC012067.1	Y	5306690	5312605	-
AC012123.1	18	30349757	30354376	+
AC012215.1	8	35649364	35653384	+
AC012313.1	19	58907456	58908407	+
AC012314.20	19	54703320	54703838	-
AC012314.8	19	54622890	54628722	-
AC012358.7	2	55441522	55443262	-
AC012358.8	2	55535627	55573185	+
AC012360.1	2	105867758	105869601	+
AC012360.2	2	105882489	105882585	-
AC012360.6	2	105979494	105995296	+
AC012363.4	2	120932460	120974120	-
AC012370.2	2	65600833	65607819	-
AC012414.1	15	21004686	21005367	+
AC012442.5	2	113346616	113372008	+
AC012456.3	2	11861744	11864348	-
AC012456.4	2	11881122	11885427	-
AC012457.2	2	25427181	25432071	+
AC012462.1	2	216300975	216301715	+
AC012485.1	2	239192328	239192498	+
AC012485.2	2	239207350	239209261	-
AC012487.2	2	109123970	109150652	-
AC012493.2	2	100986704	100987007	-
AC012499.1	2	178563156	178588017	+
AC012501.2	2	154278129	154449801	-
AC012507.3	2	231751214	231761806	+
AC012507.4	2	231773566	231774817	+
AC012513.6	2	217124317	217130853	+
AC012594.1	2	171190437	171207628	-
AC012613.2	5	148596085	148656368	-
AC013264.2	2	198062714	198063997	+
AC013269.3	2	131273569	131284264	-
AC013269.4	2	131287847	131294755	+
AC013269.5	2	131296667	131307456	-
AC013275.2	2	120234023	120244922	+
AC013436.6	7	44824648	44826939	-
AC013449.1	2	26251073	26251481	-
AC013463.2	2	165848493	165947803	+
AC013468.1	2	190642908	190643157	-
AC013469.1	2	241053906	241064304	+
AC013472.4	2	27173175	27232675	-
AC013480.2	2	42242764	42252442	-
AC013733.3	2	182547839	182550434	+
AC015660.1	15	100038446	100038578	-
AC015688.3	17	25950389	25967803	+
AC015691.13	11	5593551	5646126	-
AC015849.13	17	34145402	34150717	+
AC015849.19	17	34143720	34157297	-
AC015849.2	17	34195970	34212867	+
AC015923.1	17	61458591	61491673	-
AC015933.2	18	25534482	25543651	+
AC015936.3	17	42980528	42981914	-
AC015969.3	2	68588345	68592716	-
AC015971.2	2	86789192	86845889	+
AC015977.6	2	26894121	26897332	-
AC015987.1	7	135611202	135617629	+
AC015987.2	7	135611541	135613214	+
AC015989.1	18	60491422	60492724	+
AC015989.2	18	60505639	60505948	-
AC016251.1	15	96831279	96831660	-
AC016292.1	17	1085186	1088380	+
AC016559.1	5	78523713	78523911	-
AC016586.1	19	4041126	4043154	-
AC016629.3	19	59105262	59110722	-
AC016629.8	19	59070495	59086164	+
AC016644.1	5	56237133	56242979	+
AC016683.5	2	113929111	113932937	-
AC016716.2	2	80255137	80257677	-
AC016722.3	2	47079158	47080635	-
AC016722.4	2	47126413	47135817	+
AC016723.4	2	168671283	168797654	-
AC016738.3	2	101589109	101593623	-
AC016738.4	2	101610137	101618706	-
AC016745.1	2	114204991	114205429	-
AC016745.3	2	114182071	114182901	+
AC016751.3	2	176762063	176768960	+
AC016752.1	Y	25847478	25850592	+
AC016757.3	2	239133192	239140318	-
AC016885.1	8	94241866	94242388	+
AC016907.3	2	30273931	30366670	-
AC016909.1	2	133673129	133689067	+
AC016910.1	2	144694639	144721723	+
AC016994.2	2	107450919	107457663	+
AC016999.2	2	239335717	239336370	-
AC017006.2	2	46305153	46305967	-
AC017006.3	2	46393927	46395117	-
AC017028.1	2	240083492	240084053	-
AC017076.5	2	6968644	6980595	-
AC017081.1	2	207220462	207220843	+
AC017101.10	2	187506065	187560014	-
AC017104.2	2	232316905	232317864	+
AC017116.11	7	44104506	44105678	+
AC018445.1	18	77275811	77276057	-
AC018462.2	2	62296581	62374016	-
AC018470.1	2	175200600	175202151	-
AC018512.1	15	44075040	44075231	-
AC018630.1	12	11187086	11187275	+
AC018643.4	7	131948910	131956028	+
AC018692.2	GL000193.1	86544	86855	-
AC018693.6	2	39088861	39090275	+
AC018705.5	7	50599456	50611161	+
AC018730.4	2	105481864	105483954	-
AC018755.1	19	52095035	52097630	-
AC018766.4	19	50363138	50363771	-
AC018766.5	19	50360226	50362546	-
AC018766.6	19	50356143	50358224	-
AC018804.3	2	130865256	130867314	+
AC018816.3	3	4855977	4928977	-
AC018867.1	2	187361839	187365393	+
AC018867.2	2	187367218	187367356	-
AC018878.3	2	106795997	106800253	+
AC018890.6	2	175411868	175639555	+
AC019048.1	2	7202857	7218011	-
AC019068.2	2	237299716	237301031	+
AC019100.3	2	108784203	108834297	-
AC019171.1	2	39186763	39187483	-
AC019181.2	2	165697258	165705844	+
AC019185.4	2	209334574	209405138	+
AC019206.1	2	70129481	70129841	-
AC019294.1	15	76030310	76031568	+
AC019349.5	17	39657234	39658661	+
AC020571.3	2	197124747	197128928	+
AC020594.5	2	33780113	33788614	-
AC020629.1	12	42624049	42628075	+
AC020743.2	7	50181135	50182419	-
AC020907.1	19	35596872	35598141	+
AC020922.1	19	55851253	55856561	+
AC020952.1	19	31640361	31640757	+
AC021016.8	2	219191611	219222689	-
AC021188.4	2	96973000	96987469	-
AC021218.2	7	155755325	155759037	+
AC021860.1	4	38628028	38666430	-
AC022154.7	19	49122528	49127389	-
AC022173.2	7	137638093	137642712	+
AC022201.4	2	70630065	70649810	+
AC022201.5	2	70528582	70529204	+
AC022210.1	2	85122208	85122345	-
AC022400.2	10	75531934	75532378	-
AC022431.2	5	55807393	55902059	-
AC022431.3	5	55832409	55833653	-
AC022498.1	3	187896330	187898598	+
AC022532.1	10	72194584	72196314	+
AC022819.2	15	99859299	99859828	-
AC022819.3	15	99697435	99701345	-
AC023469.1	2	151857733	151905288	-
AC023469.2	2	151839019	151859988	+
AC023590.1	8	119294377	119412844	+
AC023632.1	8	95558770	95560630	+
AC024257.1	12	48759918	48761738	+
AC024580.1	19	56662313	56663250	-
AC024592.12	19	5866181	5903798	-
AC024592.9	19	5847477	5858250	+
AC024619.2	17	27339882	27343530	+
AC024940.1	12	31477249	31478879	+
AC025165.8	12	58005900	58013421	-
AC025171.1	5	43041676	43045492	+
AC025262.1	12	65090188	65090329	-
AC025263.3	12	70195448	70249143	+
AC025278.1	19	7011513	7013338	+
AC025287.1	16	75728366	75734089	-
AC025335.1	17	7816641	7819271	-
AC025442.3	5	65439983	65440623	-
AC025918.2	15	59182165	59186281	+
AC026202.1	3	5229226	5229982	-
AC026202.3	3	5198589	5229014	-
AC026310.1	12	25055242	25057615	+
AC026369.1	12	147051	147377	+
AC026407.1	5	157160002	157161727	-
